Subtotal Area	KEN ARMSTRONG	MAX ABRAMSON	SAM ROBB	KIM RUFF	STEVEN A RICHEY	JACOB HORNBERGER	SOURAYA FAAS	KEENAN WALLACE DUNHAM	ADAM KOKESH	VERMIN SUPREME	JO JORGENSEN	DAN BEHRMAN	ERIK CHASE GERHARDT	NICHOLAS D'ARTAGNAN DUMAS	GEBY EVA ESPINOSA	JAMES ORLANDO OGLE	SORINNE ARDELEANU	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Writein Votes
Precinct 9434	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1,012	2	0	0	0	2	0
Precinct 9435 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	1	0	0	1	0	0
Precinct 9435 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	1	0	0	0	1	1
Precinct 9435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,004	2	0	0	1	1	1
Precinct 9436 - Vote By Mail	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1,068	2	0	0	0	2	0
Precinct 9436 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,068	0	0	0	0	0	0
Precinct 9436	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1,068	2	0	0	0	2	0
Precinct 9437 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	0	0	0	0	0	0
Precinct 9437 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	0	0	0	0	0	0
Precinct 9437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927	0	0	0	0	0	0
Precinct 9438 - Vote By Mail	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	989	2	0	0	0	2	0
Precinct 9438 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	0	0	0	0	0	0
Precinct 9438	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	989	2	0	0	0	2	0
Precinct 9439 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	0	0	0	0	0	0
Precinct 9439 - Election Day	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	917	2	0	0	0	2	0
Precinct 9439	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	917	2	0	0	0	2	0
Precinct 9441 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9441 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	1	0	0	0	1	1
Precinct 9441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	1	0	0	0	1	1
Precinct 9442 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,040	2	0	0	2	0	0
Precinct 9442 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,040	0	0	0	0	0	0
Precinct 9442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,040	2	0	0	2	0	0
Precinct 9443 - Vote By Mail	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	2	0	0	1	1	0
Precinct 9443 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0
Precinct 9443	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	2	0	0	1	1	0
Precinct 9444 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	965	2	0	0	1	1	0
Precinct 9444 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0
Precinct 9444	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	965	2	0	0	1	1	0
Precinct 9445 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	996	0	0	0	0	0	0
Precinct 9445 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	996	1	0	0	0	1	0
Precinct 9445	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	996	1	0	0	0	1	0
Precinct 9446 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,116	3	0	0	2	1	0
Precinct 9446 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,116	1	0	0	1	0	0
Precinct 9446	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,116	4	0	0	3	1	0
Precinct 9447 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	2	0	0	2	0	0
Precinct 9447 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	1	0	0	0	1	1
Precinct 9447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	3	0	0	2	1	1
Precinct 9448 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	1	0	0	1	0	0
Precinct 9448 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0
Precinct 9448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	1	0	0	1	0	0
Precinct 9449 - Vote By Mail	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	881	1	0	0	0	1	0
Precinct 9449 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0
Precinct 9449	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	881	1	0	0	0	1	0
Precinct 9451 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9451 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9452 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0
Precinct 9452 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0
Precinct 9452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	842	0	0	0	0	0	0
Precinct 9453 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	1	0	0
Precinct 9453 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0
Precinct 9453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	1	0	0
Precinct 9501 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9501 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9501 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9502 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0
Precinct 9502 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0
Precinct 9502 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0
Precinct 9503/9504 - Vote By Mail	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	1	0	0	0	1	0
Precinct 9503/9504 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	700	1	0	0	0	1	0
Precinct 9503/9504	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	700	2	0	0	0	2	0
Precinct 9505 - Vote By Mail	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	765	2	0	0	0	2	0
Precinct 9505 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0
Precinct 9505	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	765	2	0	0	0	2	0
Precinct 9506 - Vote By Mail	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	754	1	0	0	0	1	0
Precinct 9506 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0
Precinct 9506	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	754	1	0	0	0	1	0
Precinct 9507 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0
Precinct 9507 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0
Precinct 9507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0
Precinct 9508 - Vote By Mail	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	780	1	0	0	0	1	0
Precinct 9508 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	0	0	0	0	0	0
Precinct 9508	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	780	1	0	0	0	1	0
Precinct 9509 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0
Precinct 9509 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0
Precinct 9509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0
Precinct 9511 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0
Precinct 9511 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0
Precinct 9511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0
Precinct 9512 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0
Precinct 9512 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	777	1	0	0	0	1	0
Precinct 9512	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	777	1	0	0	0	1	0
Precinct 9513 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0
Precinct 9513 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0
Precinct 9513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877	0	0	0	0	0	0
Precinct 9514/9522 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	0	0	0	0	0	0
Precinct 9514/9522 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	0	0	0	0	0	0
Precinct 9514/9522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	0	0	0	0	0	0
Precinct 9515 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	0	0	0
Precinct 9515 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	0	0	0
Precinct 9515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712	0	0	0	0	0	0
Precinct 9516 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0
Precinct 9516 - Election Day	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	889	1	0	0	0	1	0
Precinct 9516	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	889	1	0	0	0	1	0
Precinct 9517 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9517 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9518 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9518 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788	0	0	0	0	0	0
Precinct 9519 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	1	0	0	1	0	0
Precinct 9519 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	2	0	0	1	1	1
Precinct 9519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	3	0	0	2	1	1
Precinct 9521 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 9521 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 9521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 9701 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	1	0	0	1	0	0
Precinct 9701 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0
Precinct 9701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	1	0	0	1	0	0
Precinct 9702 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	2	0	0	2	0	0
Precinct 9702 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0	0	0	0
Precinct 9702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	2	0	0	2	0	0
Precinct 9703 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	1	0	0	1	0	0
Precinct 9703 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	991	1	0	0	0	1	0
Precinct 9703	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	991	2	0	0	1	1	0
Precinct 9704 - Vote By Mail	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	959	3	0	0	0	3	0
Precinct 9704 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0
Precinct 9704	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	959	3	0	0	0	3	0
Precinct 9705 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0	0
Precinct 9705 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0	0
Precinct 9705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929	0	0	0	0	0	0
Precinct 9706 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
Precinct 9706 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
Precinct 9706 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
Precinct 9707 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	1	0	0	1	0	0
Precinct 9707 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	0	0	0	0	0	0
Precinct 9707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826	1	0	0	1	0	0
Precinct 9708 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	961	0	0	0	0	0	0
Precinct 9708 - Election Day	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	961	2	0	0	0	2	0
Precinct 9708	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	961	2	0	0	0	2	0
Precinct 9709 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,040	0	0	0	0	0	0
Precinct 9709 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,040	2	0	0	2	0	0
Precinct 9709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,040	2	0	0	2	0	0
Precinct 9711 - Vote By Mail	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	646	1	0	0	0	1	0
Precinct 9711 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	0	0	0	0	0	0
Precinct 9711	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	646	1	0	0	0	1	0
Precinct 9712 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0
Precinct 9712 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0
Precinct 9712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0	0	0
Precinct 9713 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0
Precinct 9713 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0
Precinct 9713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0
Precinct 9714 - Vote By Mail	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	951	4	0	0	0	4	0
Precinct 9714 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	0	0	0	0	0	0
Precinct 9714	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	951	4	0	0	0	4	0
Precinct 9715 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9715 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9716 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	0
Precinct 9716 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	966	1	0	0	0	1	0
Precinct 9716	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	966	1	0	0	0	1	0
Precinct 9717 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	0	0	0
Precinct 9717 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	0	0	0
Precinct 9717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	977	0	0	0	0	0	0
Precinct 9718 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	901	1	0	0	0	1	0
Precinct 9718 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	901	1	0	0	1	0	0
Precinct 9718	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	901	2	0	0	1	1	0
Precinct 9719 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920	1	0	0	1	0	0
Precinct 9719 - Election Day	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	920	1	0	0	0	1	0
Precinct 9719	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	920	2	0	0	1	1	0
Precinct 9721 - Vote By Mail	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	662	1	0	0	0	1	0
Precinct 9721 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	1	0	0	1	0	0
Precinct 9721	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	662	2	0	0	1	1	0
Precinct 9722 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0
Precinct 9722 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0
Precinct 9722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	0	0	0
Precinct 9723 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0
Precinct 9723 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0
Precinct 9723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0
Precinct 9724 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,020	0	0	0	0	0	0
Precinct 9724 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,020	1	0	0	0	1	0
Precinct 9724	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1,020	1	0	0	0	1	0
Precinct 9725 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9725 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0
Precinct 9726 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0
Precinct 9726 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0
Precinct 9726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	616	0	0	0	0	0	0
Precinct 9727 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0
Precinct 9727 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0
Precinct 9727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0
Precinct 9728 - Vote By Mail	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	1	0	0	0	1	0
Precinct 9728 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	0	0	0	0	0	0
Precinct 9728	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	963	1	0	0	0	1	0
Precinct 9729 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	1	0	0	1	0	0
Precinct 9729 - Election Day	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	1	0	0	0	1	0
Precinct 9729	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818	2	0	0	1	1	0
Precinct 9731 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9731 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	1	0	0	1	0	0
Precinct 9731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	1	0	0	1	0	0
Precinct 9732 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
Precinct 9732 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
Precinct 9732 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
Precinct 9733 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0
Precinct 9733 MB - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0
Precinct 9733 MB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0
Precinct 9734 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0
Precinct 9734 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0
Precinct 9734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0
Precinct 9735 - Vote By Mail	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	1	0	0	0	1	0
Precinct 9735 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	0	0	0	0
Precinct 9735	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	1	0	0	0	1	0
Precinct 9736 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0
Precinct 9736 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0
Precinct 9736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0
Precinct 9737 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	0	0	0	0	0	0
Precinct 9737 - Election Day	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	791	1	0	0	0	1	0
Precinct 9737	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	791	1	0	0	0	1	0
Precinct 9738 - Vote By Mail	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	838	3	0	0	1	2	0
Precinct 9738 - Election Day	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	1	0	0	0	1	0
Precinct 9738	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	838	4	0	0	1	3	0
Precinct 9739 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0
Precinct 9739 - Election Day	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	789	1	0	0	0	1	0
Precinct 9739	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	789	1	0	0	0	1	0
Precinct 9741 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9741 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9742 - Vote By Mail	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	1	0	0	0	1	0
Precinct 9742 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0
Precinct 9742	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	1	0	0	0	1	0
Precinct 9743 - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,140	0	0	0	0	0	0
Precinct 9743 - Election Day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,140	0	0	0	0	0	0
Precinct 9743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,140	0	0	0	0	0	0
